Key,Source,Context,Changes,English,French,German,Klingon,Spanish,Polish
GoldTippedKnifeBookDesc,items,Item,KgNone,"Learn how to craft a Gold Tipped Knife.  Fighter Class Exclusive.",,,,,
GoldTippedMacheteSchematic,items,Item,KgNone,Gold Tipped Machete Schematic,,,,,
GoldTippedMacheteSchematicDesc,items,Item,KgNone,"Learn how to craft a Gold Tipped Machete.  Fighter Class Exclusive.",,,,,
ClubTungstenSchematic,items,Item,KgNone,Tungsten Club Schematic,,,,,
ClubTungstenSchematicDesc,items,Item,KgNone,"Learn how to craft a Tungsten Club.  Fighter Class Exclusive.",,,,,
TungstenMacheteSchematic,items,Item,KgNone,Tungsten Machete Schematic,,,,,
TungstenMacheteSchematicDesc,items,Item,KgNone,"Learn how to craft a Tungsten Machete.  Fighter Class Exclusive.",,,,,
HDNailgunSchematic,items,Item,KgNone,HD Nailgun Schematic,,,,,
HDNailgunSchematicDesc,items,Item,KgNone,"Learn how to craft a HD Nailgun.  Builder Class Exclusive.",,,,,
diamondTippedPickaxeSchematic,items,Item,KgNone,Diamond Tipped Pickaxe Schematic,,,,,
diamondTippedPickaxeSchematicDesc,items,Item,KgNone,"Learn how to craft a Diamond Tipped Pickaxe.  Builder Class Exclusive.",,,,,
diamondTippedFireaxeSchematic,items,Item,KgNone,Diamond Tipped Fireaxe Schematic,,,,,
diamondTippedFireaxeSchematicDesc,items,Item,KgNone,"Learn how to craft a Diamond Tipped Fireaxe.  Builder Class Exclusive.",,,,,
diamondTippedShovelSchematic,items,Item,KgNone,Diamond Tipped Shovel Schematic,,,,,
diamondTippedShovelSchematicDesc,items,Item,KgNone,"Learn how to craft a Diamond Tipped Shovel.  Builder Class Exclusive.",,,,,
tungstenWrenchSchematic,items,Item,KgNone,Tungsten Wrench Schematic,,,,,
tungstenWrenchSchematicDesc,items,Item,KgNone,"Learn how to craft a Tungsten Wrench.  Builder Class Exclusive.",,,,,
hdWrenchSchematic,items,Item,KgNone,Steel Wrench Schematic,,,,,
hdWrenchSchematicDesc,items,Item,KgNone,"Learn how to craft a Steel Wrench.  Builder Class Exclusive.",,,,,
TraumaFirstAidBandageSchematic,items,Item,KgNone,Trauma First Aid Bandage Schematic,,,,,
TraumaFirstAidBandageSchematicDesc,items,Item,KgNone,"Learn how to craft a Trauma First Aid Bandage.  Survivalist Class Exclusive.",,,,,
TraumaFirstAidKitSchematic,items,Item,KgNone,Trauma First Aid Kit Schematic,,,,,
TraumaFirstAidKitSchematicDesc,items,Item,KgNone,"Learn how to craft a Trauma First Aid Kit.  Survivalist Class Exclusive.",,,,,
KevlarSchematic,items,Item,KgNone,Kevlar Schematic,,,,,
KevlarSchematicDesc,items,Item,KgNone,"Learn how to craft Kevlar.  Protection Class Exclusive.",,,,,
ecoBatterybankSchematic,items,Item,KgNone,ECO Battery Bank Schematic,,,,,
ecoBatterybankSchematicDesc,items,Item,KgNone,"Learn how to craft a ECO Battery Bank.  Electrician Class Exclusive.",,,,,
hdBatterybankSchematic,items,Item,KgNone,HD Battery Bank Schematic,,,,,
hdBatterybankSchematicDesc,items,Item,KgNone,"Learn how to craft a HD Battery Bank.  Electrician Class Exclusive.",,,,,
powerpoletopRecipe,items,Item,KgNone,Power Poletop Schematic,,,,,
powerpoletopRecipeDesc,items,Item,KgNone,"Learn how to craft a Power Pole Top.  Electrician Class Exclusive.",,,,,
nightvisionGogglesSchematic,items,Item,KgNone,Nightvision Goggles Schematic,,,,,
nightvisionGogglesSchematicDesc,items,Item,KgNone,"Learn how to craft Nightvision Goggles.  Covert Class Exclusive.",,,,,
silverBootsSchematic,items,Item,KgNone,Silver Boots Schematic,,,,,
silverBootsSchematicDesc,items,Item,KgNone,"Learn how to craft Silver Boots.  Covert Class Exclusive.",,,,,
silverPantsSchematic,items,Item,KgNone,Silver Pants Schematic,,,,,
silverPantsSchematicDesc,items,Item,KgNone,"Learn how to craft Silver Pants.  Covert Class Exclusive.",,,,,
silverJacketSchematic,items,Item,KgNone,Silver Chest Armor Schematic,,,,,
silverJacketSchematicDesc,items,Item,KgNone,"Learn how to craft Silver Chest Armor.  Covert Class Exclusive.",,,,,
silverHatSchematic,items,Item,KgNone,Silver Head Armor Schematic,,,,,
silverHatSchematicDesc,items,Item,KgNone,"Learn how to craft Silver Head Armor.  Covert Class Exclusive.",,,,,
silverGlovesSchematic,items,Item,KgNone,Silver Gloves Schematic,,,,,
silverGlovesSchematicDesc,items,Item,KgNone,"Learn how to craft Silver Gloves.  Covert Class Exclusive.",,,,,
crowbarSteelSchematic,items,Item,KgNone,Steel Crowbar Schematic,,,,,
crowbarSteelSchematicDesc,items,Item,KgNone,"Learn how to craft a Steel Crowbar.  Builder Class Exclusive.",,,,,
crowbarTungstenSchematic,items,Item,KgNone,Tungsten Crowbar Schematic,,,,,
crowbarTungstenSchematicDesc,items,Item,KgNone,"Learn how to craft a Tungsten Crowbar.  Builder Class Exclusive.",,,,,
screwdriverSchematic,items,Item,KgNone,Screwdriver Schematic,,,,,
screwdriverSchematicDesc,items,Item,KgNone,"Learn how to craft a Screwdriver.  Builder Class Exclusive.",,,,,
swordSchematic,items,Item,KgNone,Sword Schematic,,,,,
swordSchematicDesc,items,Item,KgNone,"Learn how to craft a Sword.  Fighter Class Exclusive.",,,,,
pieRecipePartI,items,Item,KgNone,Pie Recipe Part I,,,,,
pieRecipePartIDesc,items,Item,KgNone,"Learn how to craft Pumpkin Pie, Fruit Pie, Strawberry Pie and Blackberry Pie.  Cook Class Exclusive.",,,,,
pieRecipePartII,items,Item,KgNone,Pie Recipe Part II,,,,,
pieRecipePartIIDesc,items,Item,KgNone,"Learn how to craft Chocolate Pumpkin Pie, Chocolate Pie, Apple Pie and Blueberry Pie.  Cook Class Exclusive.",,,,,
bakedPumpkinRecipe,items,Item,KgNone,Baked Pumpkin Recipe,,,,,
bakedPumpkinRecipeDesc,items,Item,KgNone,"Learn how to craft Baked Pumpkin.  Cook Class Exclusive.",,,,,
meatPiesRecipe,items,Item,KgNone,Meat Pies Recipe,,,,,
meatPiesRecipeDesc,items,Item,KgNone,"Learn how to craft Small Meat Pie, Chicken Pot Pie, Red Meat Pie and White Meat Pie.  Cook Class Exclusive.",,,,,
turkeyDinnerRecipe,items,Item,KgNone,Turkey Dinner Recipe,,,,,
turkeyDinnerRecipeDesc,items,Item,KgNone,"Learn how to craft Turkey Dinner.  Cook Class Exclusive.",,,,,
roastBeefRecipe,items,Item,KgNone,Roast Beef Recipe,,,,,
roastBeefRecipeDesc,items,Item,KgNone,"Learn how to craft Roast Beef.  Cook Class Exclusive.",,,,,
saladsRecipe,items,Item,KgNone,Salads Recipe,,,,,
saladsRecipeDesc,items,Item,KgNone,"Learn how to craft Wedge Salad, Large Salad, Club Salad, Cucumber Salad and Summer Salad.  Cook Class Exclusive.",,,,,
chocolateCookiesRecipe,items,Item,KgNone,Chocolate Cookies Recipe,,,,,
chocolateCookiesRecipeDesc,items,Item,KgNone,"Learn how to craft Chocolate Cookies.  Cook Class Exclusive.",,,,,
chocolateCakeRecipe,items,Item,KgNone,Chocolate Cake Recipe,,,,,
chocolateCakeRecipeDesc,items,Item,KgNone,"Learn how to craft Chocolate Cake.  Cook Class Exclusive.",,,,,
soupNaziPartI,items,Item,KgNone,Soup Nazi Part I,,,,,
soupNaziPartIDesc,items,Item,KgNone,"Learn how to craft Chicken Stock, Beef Stock, Potato Soup and Leek Soup.  Cook Class Exclusive.",,,,,
soupNaziPartII,items,Item,KgNone,Soup Nazi Part II,,,,,
soupNaziPartIIDesc,items,Item,KgNone,"Learn how to craft Onion Soup, Chicken Soup, Bear Soup and Eggdrop Soup.  Cook Class Exclusive.",,,,,
BreadRecipe,items,Item,KgNone,Bread Recipe,,,,,
BreadRecipeDesc,items,Item,KgNone,"Learn how to craft Bread.",,,,,
FishingBook,items,Item,KgNone,Fishing Book,,,,,
FishingBookDesc,items,Item,KgNone,"Learn how to craft a Fishing Pole and to Bait it.",,,,,
FishStewRecipe,items,Item,KgNone,Fish Stew Recipe,,,,,
FishStewRecipeDesc,items,Item,KgNone,"Learn how to craft Fish Stew",,,,,
FireTrapSchematic,items,Item,KgNone,Fire Trap Schematic,,,,,
FireTrapSchematicDesc,items,Item,KgNone,"Learn how to craft a Fire Trap.",,,,,
SettingTheTrap,items,Item,KgNone,Setting The Trap,,,,,
SettingTheTrapDesc,items,Item,KgNone,"Learn how to craft a Rabbit Trap and to Bait it.",,,,,
ApplePieRecipe,items,Item,KgNone,Apple Pie Recipe,,,,,
ApplePieRecipeDesc,items,Item,KgNone,"Learn how to craft Apple Pie.  Cook Class Exclusive.",,,,,
MossyBrewPieRecipe,items,Item,KgNone,Mossy Brew Recipe,,,,,
MossyBrewPieRecipeDesc,items,Item,KgNone,"Learn how to craft Mossy Brew.",,,,,
MushroomStewRecipe,items,Item,KgNone,Mushroom Stew Recipe,,,,,
MushroomStewRecipeDesc,items,Item,KgNone,"Learn how to craft Mushroom Stew.",,,,,
32mmBulletSchematic,items,Item,KgNone,32mm Bullet Schematic,,,,,
32mmBulletSchematicDesc,items,Item,KgNone,"Learn how to craft 32mm Bullets.",,,,,
HollowPointAmmunitionBook,items,Item,KgNone,Hollow Point Ammunition Schematic,,,,,
HollowPointAmmunitionBookDesc,items,Item,KgNone,"Learn how to craft Hollow Point Bullet Tips.",,,,,
556mmBulletSchematic,items,Item,KgNone,5.56mm Bullet Schematic,,,,,
556mmBulletSchematicDesc,items,Item,KgNone,"Learn how to craft 5.56mm Bullets.",,,,,
556mmNATOBulletSchematic,items,Item,KgNone,5.56mm NATO Bullet Schematic,,,,,
556mmNATOBulletSchematicDesc,items,Item,KgNone,"Learn how to craft 5.56mm NATO Bullets.",,,,,
762mmHollowPointBulletSchematic,items,Item,KgNone,7.62mm Hollow Point Bullet Schematic,,,,,
762mmHollowPointBulletSchematicDesc,items,Item,KgNone,"Learn how to craft 7.62mm Hollow Point Bullets.",,,,,
9mmHollowPointBulletSchematic,items,Item,KgNone,9mm Hollow Point Bullet Schematic,,,,,
9mmHollowPointBulletSchematicDesc,items,Item,KgNone,"Learn how to craft 9mm Hollow Point Bullets.",,,,,
TungstenArrowHeadSchematic,items,Item,KgNone,Tungsten Arrow Head Schematic,,,,,
TungstenArrowHeadSchematicDesc,items,Item,KgNone,"Learn how to craft Tungsten Arrow Heads.",,,,,
teddyBearGrenadeSchematic,items,Item,KgNone,Teddy Bear Grenade Schematic,,,,,
teddyBearGrenadeSchematicDesc,items,Item,KgNone,"Learn how to craft Teddy Bear Grenades.",,,,,
sickleSteelSchematic,items,Item,KgNone,Steel Sickle Schematic,,,,,
sickleSteelSchematicDesc,items,Item,KgNone,"Learn how to craft a Steel Sickle.",,,,,
steelClawHammerSchematic,items,Item,KgNone,Steel Claw Hammer Schematic,,,,,
steelClawHammerSchematicDesc,items,Item,KgNone,"Learn how to craft a Steel Claw Hammer.",,,,,
HDChainsawSchematic,items,Item,KgNone,Tungsten Chainsaw Schematic,,,,,
HDChainsawSchematicDesc,items,Item,KgNone,"Learn how to craft a Tungsten Chainsaw.  Tradesman Class Exclusive.",,,,,
ECOChainsawSchematic,items,Item,KgNone,Steel Chainsaw Schematic,,,,,
ECOChainsawSchematicDesc,items,Item,KgNone,"Learn how to craft a Steel Chainsaw.  Tradesman Class Exclusive.",,,,,
HDAugerSchematic,items,Item,KgNone,Tungsten Auger Schematic,,,,,
HDAugerSchematicDesc,items,Item,KgNone,"Learn how to craft a Tungsten Auger.  Tradesman Class Exclusive.",,,,,
ECOAugerSchematic,items,Item,KgNone,Steel Auger Schematic,,,,,
ECOAugerSchematicDesc,items,Item,KgNone,"Learn how to craft a Steel Auger.  Tradesman Class Exclusive.",,,,,
TailoringPoncho,items,Item,KgNone,Poncho Schematic,,,,,
TailoringPonchoDesc,items,Item,KgNone,"Learn how to craft a Poncho.",,,,,
TailoringLeatherDuster,items,Item,KgNone,Leather Duster Schematic,,,,,
TailoringLeatherDusterDesc,items,Item,KgNone,"Learn how to craft a Leather Duster.",,,,,
TailoringPufferCoat,items,Item,KgNone,Puffer Coat Schematic,,,,,
TailoringPufferCoatDesc,items,Item,KgNone,"Learn how to craft a Puffer Coat.",,,,,
TailoringLightCoat,items,Item,KgNone,Light Coat Schematic,,,,,
TailoringLightCoatDesc,items,Item,KgNone,"Learn how to craft a Light Coat.",,,,,


tungstenOre,blocks,Block,KgNone,Tungsten Ore,,,,,
copperOre,blocks,Block,KgNone,Copper Ore,,,,,
zincOre,blocks,Block,KgNone,Zinc Ore,,,,,
gravelPlusTungsten,blocks,Block,KgNone,Gravel Plus Tungsten,,,,,
gravelPlusCopper,blocks,Block,KgNone,Gravel Plus Copper,,,,,
snowRockResource,blocks,Block,KgNone,Resource Rock <Snow>,,,,,
snowRockResource1,blocks,Block,KgNone,Resource Rock <Snow> Broken 1,,,,,
snowRockResource2,blocks,Block,KgNone,Resource Rock <Snow> Broken 2,,,,,
snowRockResource02,blocks,Block,KgNone,Resource Rock 2 <Snow>,,,,,
snowRockResource02Broke1,blocks,Block,KgNone,Resource Rock 2 <Snow> Broke 1,,,,,
snowRockResource02Broke2,blocks,Block,KgNone,Resource Rock 2 <Snow> Broke 2,,,,,
desertRockResource,blocks,Block,KgNone,Resource Rock <Desert>,,,,,
desertRockResource1,blocks,Block,KgNone,Resource Rock <Desert> Broke 1,,,,,
desertRockResource2,blocks,Block,KgNone,Resource Rock <Desert> Broke 2,,,,,
desertRockResource02,blocks,Block,KgNone,Resource Rock 2 <Desert>,,,,,
desertRockResource02Broke1,blocks,Block,KgNone,Resource Rock 2 <Desert> Broke 1,,,,,
desertRockResource02Broke2,blocks,Block,KgNone,Resource Rock 2 <Desert> Broke 2,,,,,
burntForestRockResource,blocks,Block,KgNone,Resource Rock <Burnt Forest>,,,,,
burntForestRockResource1,blocks,Block,KgNone,Resource Rock <Burnt Forest> Broke 1,,,,,
burntForestRockResource2,blocks,Block,KgNone,Resource Rock <Burnt Forest> Broke 2,,,,,
burntForestRockResource02,blocks,Block,KgNone,Resource Rock 2 <Burnt Forest>,,,,,
burntForestRockResource02Broke1,blocks,Block,KgNone,Resource Rock 2 <Burnt Forest> Broke 1,,,,,
burntForestRockResource02Broke2,blocks,Block,KgNone,Resource Rock 2 <Burnt Forest> Broke 2,,,,,
rebarFrameArch,blocks,Block,KgNone,Rebar Arch Frame,,,,,
rebarFrameCNRFull,blocks,Block,KgNone,Rebar Outer Corner Frame,,,,,
rebarFrameCTRPlate,blocks,Block,KgNone,Rebar Plate (Center) Frame,,,,,
rebarFrameCTRPole,blocks,Block,KgNone,Rebar Pole (Center) Frame,,,,,
rebarFrameHalf,blocks,Block,KgNone,Rebar Half Frame,,,,,
rebarFramePillar50,blocks,Block,KgNone,Rebar Pillar 50 Frame,,,,,
rebarFramePlate,blocks,Block,KgNone,Rebar Plate Frame,,,,,
rebarFramePole,blocks,Block,KgNone,Rebar Pole Frame,,,,,
rebarFrameEighth,blocks,Block,KgNone,Rebar Eighth Frame,,,,,
rebarFrameQuarter,blocks,Block,KgNone,Rebar Quarter Frame,,,,,
rebarFrameCTREighth,blocks,Block,KgNone,Rebar Eighth (Center) Frame,,,,,
pouredRConcreteCTREighth,blocks,Block,KgNone,Poured R Concrete Eighth (Center),,,,,
tungstenFrameBlock,blocks,Block,KgNone,Tungsten Block Frame,,,,,
tungstenBlocksDesc,blocks,Block,KgNone,"The strongest block around, made from tungsten.  Builder Class Exclusive.",,,,,
tungstenBlock,blocks,Block,KgNone,Tungsten Block,,,,,
tungstenFrameRamp,blocks,Block,KgNone,Tungsten Ramp Frame,,,,,
tungstenRamp,blocks,Block,KgNone,Tungsten Ramp,,,,,
tungstenFrameCNRInside,blocks,Block,KgNone,Tungsten Inside Corner Frame,,,,,
tungstenCNRInside,blocks,Block,KgNone,Tungsten Inside Corner,,,,,
tungstenFrameArch,blocks,Block,KgNone,Tungsten Arch Frame,,,,,
tungstenArch,blocks,Block,KgNone,Tungsten Arch,,,,,
tungstenFrameCNRFull,blocks,Block,KgNone,Tungsten Outside Corner Frame,,,,,
tungstenCNRFull,blocks,Block,KgNone,Tungsten Outside Corner,,,,,
tungstenFrameCTRPlate,blocks,Block,KgNone,Tungsten Plate (Center) Frame,,,,,
tungstenCTRPlate,blocks,Block,KgNone,Tungsten Plate (Center),,,,,
tungstenFrameCTRPole,blocks,Block,KgNone,Tungsten Pole (Center) Frame,,,,,
tungstenCTRPole,blocks,Block,KgNone,Tungsten Pole (Center),,,,,
tungstenFrameHalf,blocks,Block,KgNone,Tungsten Half Frame,,,,,
tungstenHalf,blocks,Block,KgNone,Tungsten Half,,,,,
tungstenFramePillar50,blocks,Block,KgNone,Tungsten Pillar 50 Frame,,,,,
tungstenPillar50,blocks,Block,KgNone,Tungsten Pillar 50,,,,,
tungstenFramePillar100,blocks,Block,KgNone,Tungsten Pillar 100 Frame,,,,,
tungstenPillar100,blocks,Block,KgNone,Tungsten Pillar 100,,,,,
tungstenFramePlate,blocks,Block,KgNone,Tungsten Plate Frame,,,,,
tungstenPlate,blocks,Block,KgNone,Tungsten Plate,,,,,
tungstenFramePole,blocks,Block,KgNone,Tungsten Pole Frame,,,,,
tungstenPole,blocks,Block,KgNone,Tungsten Pole,,,,,
tungstenFrameEighth,blocks,Block,KgNone,Tungsten Eighth Frame,,,,,
tungstenEighth,blocks,Block,KgNone,Tungsten Eighth,,,,,
tungstenFrameQuarter,blocks,Block,KgNone,Tungsten Quarter Frame,,,,,
tungstenQuarter,blocks,Block,KgNone,Tungsten Quarter,,,,,
tungstenFrameCTREighth,blocks,Block,KgNone,Tungsten Eighth (Center) Frame,,,,,
tungstenCTREighth,blocks,Block,KgNone,Tungsten Eighth (Center),,,,,
tungstenBarsCentered,blocks,Block,KgNone,Tungsten Bars (Center),,,,
tungstenBars,blocks,Block,KgNone,Tungsten Bars,,,,,
tungstenBarsDesc,blocks,Block,KgNone,"Bars made from tungsten.  Can be fired through excluding rockets.  Builder Class Exclusive.",,,,,
ecoGeneratorbank,blocks,Block,KgNone,Generator Bank <ECO>,,,,,
ecoGeneratorbankDesc,blocks,Block,KgNone,"A generator bank that uses eco small engines.  Electrician Class Exclusive.",,,,,
hdGeneratorbank,blocks,Block,KgNone,Generator Bank <HD>,,,,,
hdGeneratorbankDesc,blocks,Block,KgNone,"A generator bank that uses hd small engines.  Electrician Class Exclusive.",,,,,
ecoBatterybank,blocks,Block,KgNone,Battery Bank <ECO>,,,,,
ecoBatterybankDesc,blocks,Block,KgNone,"A battery bank that uses eco batteries.  Electrician Class Exclusive.",,,,,
hdBatterybank,blocks,Block,KgNone,Battery Bank <HD>,,,,,
hdBatterybankDesc,blocks,Block,KgNone,"A battery bank that uses hd batteries.  Electrician Class Exclusive.",,,,,
hdBladeTrap,blocks,Block,KgNone,Blade Trap <HD>,,,,,
hdBladeTrapDesc,blocks,Block,KgNone,"Heavy duty blade trap made from tungsten.  Electrician Class Exclusive.",,,,,
hdDartTrap,blocks,Block,KgNone,Dart Trap <HD>,,,,,
hdDartTrapDesc,blocks,Block,KgNone,"Heavy duty dart trap that uses tungsten darts as ammo.  Electrician Class Exclusive.",,,,,
famasAutoTurret,blocks,Block,KgNone,Auto Turret <FAMAS>,,,,,
famasAutoTurretDesc,blocks,Block,KgNone,"A FAMAS auto turret.  Uses .556mm bullets as ammunition.  Electrician Class Exclusive.",,,,,
barettaShotgunTurret,blocks,Block,KgNone,Shotgun Turret <Baretta>,,,,,
barettaShotgunTurretDesc,blocks,Block,KgNone,"A Baretta shotgun turret.  Uses shotgun slugs as ammunition.  Electrician Class Exclusive.",,,,,
ceilingLight02Brass_player,blocks,Block,KgNone,Brass Ceiling Light 02,,,,,
ceilingLight05Brass_player,blocks,Block,KgNone,Brass Ceiling Light 05,,,,,
porchLight04Brass_player,blocks,Block,KgNone,Brass Porch Light 04,,,,,
porchLight04_player,blocks,Block,KgNone,Porch Light 04,,,,,
ceilingLight04_player,blocks,Block,KgNone,Ceiling Light 04,,,,,
ceilingLight05_player,blocks,Block,KgNone,Ceiling Light 05,,,,,
signShopOpen_player,blocks,Block,KgNone,Open Shop Sign,,,,,
streetLight01_player,blocks,Block,KgNone,Street Light 01,,,,,
waterBarrelFull,blocks,Block,KgNone,Water Barrel (Full),,,,,
waterBarrelEmpty,blocks,Block,KgNone,Water Barrel (Empty),,,,,
chemicalDrum,blocks,Block,KgNone,Chemical Drum,,,,,
showerStall,blocks,Block,KgNone,Shower Stall,,,,,
bathtub,blocks,Block,KgNone,Bathtub,,,,,
hottub,blocks,Block,KgNone,Hot Tub,,,,,
gardenBench,blocks,Block,KgNone,Garden Bench,,,,,
wardrobe,blocks,Block,KgNone,Wardrobe,,,,,
posterDrinkMenu,blocks,Block,KgNone,Drink Menu Poster,,,,,
lampTableGreen,blocks,Block,KgNone,Green Table Lamp,,,,,
lampTableRed,blocks,Block,KgNone,Red Table Lamp,,,,,
wallUnit,blocks,Block,KgNone,Wall Unit,,,,,
bedKingSize,blocks,Block,KgNone,King Size Bed,,,,,
tableCoffee,blocks,Block,KgNone,Coffee Table,,,,,
lampFloor,blocks,Block,KgNone,Floor Lamp,,,,,
entertainmentStand,blocks,Block,KgNone,Entertainment Stand,,,,,
tvBigScreen,blocks,Block,KgNone,Big Screen TV,,,,,
tableOutdoor,blocks,Block,KgNone,Outdoor Table,,,,,
chairOutdoor,blocks,Block,KgNone,Outdoor Chair,,,,,
barCounter,blocks,Block,KgNone,Bar Counter,,,,,
bedSideTable,blocks,Block,KgNone,Bedside Table,,,,,
entertainmentStand2,blocks,Block,KgNone,Entertainment Stand 2,,,,,
diningTable,blocks,Block,KgNone,Dining Table,,,,,
cuttingBoard,blocks,Block,KgNone,Cutting Board,,,,,
closet1,blocks,Block,KgNone,Closet 1,,,,,
closet2,blocks,Block,KgNone,Closet 2,,,,,
dresser,blocks,Block,KgNone,Dresser,,,,,
concreteBarrier,blocks,Block,KgNone,Concrete Barrier,,,,,
latticeFence,blocks,Block,KgNone,Lattice Fence,,,,,
redwoodFence,blocks,Block,KgNone,Redwood Fence,,,,,
